Label,Year,Indigenous protected land area (ha),National parks (ha),Nature reserves (ha),All other protected land areas (ha),Total protected land area (ha),Indigenous protected land area (%),National parks (%),Nature reserves (%),All other protected land areas (%),Total protected land area (%)
Hume,2022,0,0,0,369,369,0.0,0.0,0.0,0.7,0.7
Hume,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Indigo,2016,0,"16,994",0,"3,240","20,234",0.0,8.3,0.0,1.6,9.9
Indigo,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Indigo,2018,0,"16,994",0,"3,718","20,712",0.0,8.3,0.0,1.8,10.2
Indigo,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Indigo,2020,0,"16,994",0,"4,427","21,421",0.0,8.3,0.0,2.2,10.5
Indigo,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Indigo,2022,0,"16,994",0,"4,707","21,701",0.0,8.3,0.0,2.3,10.6
Indigo,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (Vic.),2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (Vic.),2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (Vic.),2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (Vic.),2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (Vic.),2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (Vic.),2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (Vic.),2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (Vic.),2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Knox,2016,0,17,0,0,17,0.0,0.1,0.0,0.0,0.1
Knox,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Knox,2018,0,17,0,0,17,0.0,0.1,0.0,0.0,0.1
Knox,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Knox,2020,0,17,0,0,17,0.0,0.1,0.0,0.0,0.1
Knox,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Knox,2022,0,17,0,0,17,0.0,0.1,0.0,0.0,0.1
Knox,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Latrobe (Vic.),2016,0,42,0,"2,631","2,672",0.0,0.0,0.0,1.8,1.9
Latrobe (Vic.),2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Latrobe (Vic.),2018,0,42,0,"3,012","3,053",0.0,0.0,0.0,2.1,2.1
Latrobe (Vic.),2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Latrobe (Vic.),2020,0,42,0,"2,991","3,033",0.0,0.0,0.0,2.1,2.1
Latrobe (Vic.),2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Latrobe (Vic.),2022,0,39,0,"3,053","3,093",0.0,0.0,0.0,2.1,2.2
Latrobe (Vic.),2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Loddon,2016,0,"15,729",0,"18,198","33,927",0.0,2.3,0.0,2.7,5.1
Loddon,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Loddon,2018,0,"15,905",0,"21,137","37,042",0.0,2.4,0.0,3.2,5.5
Loddon,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Loddon,2020,0,"15,905",0,"21,684","37,589",0.0,2.4,0.0,3.2,5.6
Loddon,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Loddon,2022,0,"16,247",0,"22,105","38,353",0.0,2.4,0.0,3.3,5.7
Loddon,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Macedon Ranges,2016,0,"3,540",0,"1,112","4,652",0.0,2.0,0.0,0.6,2.7
Macedon Ranges,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Macedon Ranges,2018,0,"3,540",0,"1,516","5,056",0.0,2.0,0.0,0.9,2.9
Macedon Ranges,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Macedon Ranges,2020,0,"3,540",0,"1,516","5,056",0.0,2.0,0.0,0.9,2.9
Macedon Ranges,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Macedon Ranges,2022,0,"3,516",0,"1,804","5,320",0.0,2.0,0.0,1.0,3.0
Macedon Ranges,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Manningham,2016,0,0,0,635,635,0.0,0.0,0.0,5.6,5.6
Manningham,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Manningham,2018,0,0,0,767,767,0.0,0.0,0.0,6.8,6.8
Manningham,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Manningham,2020,0,0,0,767,767,0.0,0.0,0.0,6.8,6.8
Manningham,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Manningham,2022,0,0,0,775,775,0.0,0.0,0.0,6.8,6.8
Manningham,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mansfield,2016,0,"48,766",0,"7,804","56,571",0.0,12.7,0.0,2.0,14.7
Mansfield,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mansfield,2018,0,"48,766",0,"7,964","56,731",0.0,12.7,0.0,2.1,14.8
Mansfield,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mansfield,2020,0,"48,725",0,"7,966","56,691",0.0,12.7,0.0,2.1,14.7
Mansfield,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mansfield,2022,0,"48,725",0,"8,201","56,926",0.0,12.7,0.0,2.1,14.8
Mansfield,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maribyrnong,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maribyrnong,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maribyrnong,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maribyrnong,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maribyrnong,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maribyrnong,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maribyrnong,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maribyrnong,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maroondah,2016,0,0,0,26,26,0.0,0.0,0.0,0.4,0.4
Maroondah,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maroondah,2018,0,0,0,27,27,0.0,0.0,0.0,0.4,0.4
Maroondah,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maroondah,2020,0,0,0,27,27,0.0,0.0,0.0,0.4,0.4
Maroondah,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maroondah,2022,0,0,0,27,27,0.0,0.0,0.0,0.4,0.4
Maroondah,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melbourne,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melbourne,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melbourne,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melbourne,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melbourne,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melbourne,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melbourne,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melbourne,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melton,2016,0,646,0,328,974,0.0,1.2,0.0,0.6,1.8
Melton,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melton,2018,0,646,0,677,"1,323",0.0,1.2,0.0,1.3,2.5
Melton,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melton,2020,0,646,0,896,"1,542",0.0,1.2,0.0,1.7,2.9
Melton,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Melton,2022,0,646,0,749,"1,395",0.0,1.2,0.0,1.4,2.6
Melton,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mildura,2016,0,"849,042",0,"197,128","1,046,170",0.0,38.4,0.0,8.9,47.4
Mildura,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mildura,2018,0,"849,045",0,"199,237","1,048,281",0.0,38.4,0.0,9.0,47.5
Mildura,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mildura,2020,0,"849,045",0,"199,448","1,048,493",0.0,38.4,0.0,9.0,47.5
Mildura,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mildura,2022,0,"849,236",0,"200,182","1,049,418",0.0,38.5,0.0,9.1,47.5
Mildura,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitchell,2016,0,"7,039",0,"2,833","9,873",0.0,2.5,0.0,1.0,3.4
Mitchell,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitchell,2018,0,"7,039",0,"3,244","10,284",0.0,2.5,0.0,1.1,3.6
Mitchell,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitchell,2020,0,"7,039",0,"4,033","11,072",0.0,2.5,0.0,1.4,3.9
Mitchell,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitchell,2022,0,"6,974",0,"4,708","11,682",0.0,2.4,0.0,1.6,4.1
Mitchell,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moira,2016,0,"33,549",0,"4,949","38,498",0.0,8.3,0.0,1.2,9.5
Moira,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moira,2018,0,"33,549",0,"5,959","39,508",0.0,8.3,0.0,1.5,9.8
Moira,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moira,2020,0,"33,551",0,"6,024","39,575",0.0,8.3,0.0,1.5,9.8
Moira,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moira,2022,0,"33,625",0,"6,206","39,831",0.0,8.3,0.0,1.5,9.8
Moira,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Monash,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Monash,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Monash,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Monash,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Monash,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Monash,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Monash,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Monash,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moonee Valley,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moonee Valley,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moonee Valley,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moonee Valley,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moonee Valley,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moonee Valley,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moonee Valley,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moonee Valley,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moorabool,2016,0,"18,792",0,"2,923","21,715",0.0,8.9,0.0,1.4,10.3
Moorabool,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moorabool,2018,0,"18,792",0,"3,308","22,100",0.0,8.9,0.0,1.6,10.5
Moorabool,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moorabool,2020,0,"18,792",0,"3,307","22,099",0.0,8.9,0.0,1.6,10.5
Moorabool,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moorabool,2022,0,"18,798",0,"3,328","22,126",0.0,8.9,0.0,1.6,10.5
Moorabool,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moreland,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moreland,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moreland,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moreland,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moreland,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moreland,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moreland,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moreland,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mornington Peninsula,2016,0,"2,983",0,"1,976","4,959",0.0,4.1,0.0,2.7,6.8
Mornington Peninsula,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mornington Peninsula,2018,0,"2,983",0,"2,161","5,144",0.0,4.1,0.0,3.0,7.1
Mornington Peninsula,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mornington Peninsula,2020,0,"2,983",0,"2,324","5,307",0.0,4.1,0.0,3.2,7.3
Mornington Peninsula,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mornington Peninsula,2022,0,"2,979",0,"2,617","5,596",0.0,4.1,0.0,3.6,7.7
Mornington Peninsula,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Alexander,2016,0,0,0,"3,035","3,035",0.0,0.0,0.0,2.0,2.0
Mount Alexander,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Alexander,2018,0,0,0,"4,337","4,337",0.0,0.0,0.0,2.8,2.8
Mount Alexander,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Alexander,2020,0,0,0,"4,657","4,657",0.0,0.0,0.0,3.0,3.0
Mount Alexander,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Alexander,2022,0,0,0,"4,689","4,689",0.0,0.0,0.0,3.1,3.1
Mount Alexander,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moyne,2016,"2,248","6,340",0,"3,575","12,163",0.4,1.2,0.0,0.7,2.2
Moyne,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moyne,2018,"2,248","6,340",0,"3,983","12,571",0.4,1.2,0.0,0.7,2.3
Moyne,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moyne,2020,"2,248","6,340",0,"3,983","12,571",0.4,1.2,0.0,0.7,2.3
Moyne,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moyne,2022,"2,248","6,340",0,"4,074","12,662",0.4,1.2,0.0,0.7,2.3
Moyne,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Murrindindi,2016,0,"28,450",0,"9,445","37,895",0.0,7.3,0.0,2.4,9.8
Murrindindi,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Murrindindi,2018,0,"28,450",0,"10,428","38,878",0.0,7.3,0.0,2.7,10.0
Murrindindi,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Murrindindi,2020,0,"28,431",0,"10,426","38,857",0.0,7.3,0.0,2.7,10.0
Murrindindi,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Murrindindi,2022,0,"28,447",0,"10,410","38,857",0.0,7.3,0.0,2.7,10.0
Murrindindi,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nillumbik,2016,0,"5,915",0,"1,120","7,035",0.0,13.7,0.0,2.6,16.3
Nillumbik,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nillumbik,2018,0,"5,915",0,"1,565","7,480",0.0,13.7,0.0,3.6,17.3
Nillumbik,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nillumbik,2020,0,"5,915",0,"1,588","7,502",0.0,13.7,0.0,3.7,17.4
Nillumbik,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nillumbik,2022,0,"5,915",0,"1,694","7,608",0.0,13.7,0.0,3.9,17.6
Nillumbik,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Northern Grampians,2016,0,"83,930",0,"18,041","101,971",0.0,14.6,0.0,3.1,17.8
Northern Grampians,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Northern Grampians,2018,0,"83,834",0,"19,484","103,319",0.0,14.6,0.0,3.4,18.0
Northern Grampians,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Northern Grampians,2020,0,"84,089",0,"19,965","104,054",0.0,14.7,0.0,3.5,18.2
Northern Grampians,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Northern Grampians,2022,0,"84,273",0,"20,255","104,528",0.0,14.7,0.0,3.5,18.2
Northern Grampians,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Phillip,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Phillip,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Phillip,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Phillip,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Phillip,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Phillip,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Phillip,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Phillip,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pyrenees,2016,0,"4,153",0,"9,139","13,292",0.0,1.2,0.0,2.7,3.9
Pyrenees,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pyrenees,2018,0,"4,153",0,"10,445","14,597",0.0,1.2,0.0,3.0,4.3
Pyrenees,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pyrenees,2020,0,"4,153",0,"10,499","14,652",0.0,1.2,0.0,3.1,4.3
Pyrenees,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pyrenees,2022,0,"4,154",0,"10,637","14,791",0.0,1.2,0.0,3.1,4.3
Pyrenees,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Queenscliffe,2016,0,0,0,4,4,0.0,0.0,0.0,0.4,0.4
Queenscliffe,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Queenscliffe,2018,0,0,0,6,6,0.0,0.0,0.0,0.6,0.6
Queenscliffe,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Queenscliffe,2020,0,0,0,6,6,0.0,0.0,0.0,0.6,0.6
Queenscliffe,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Queenscliffe,2022,0,0,0,6,6,0.0,0.0,0.0,0.7,0.7
Queenscliffe,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
South Gippsland,2016,0,"51,705",0,"1,359","53,064",0.0,15.7,0.0,0.4,16.1
South Gippsland,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
South Gippsland,2018,0,"51,711",0,"2,049","53,760",0.0,15.7,0.0,0.6,16.3
South Gippsland,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
South Gippsland,2020,0,"51,711",0,"2,121","53,832",0.0,15.7,0.0,0.6,16.3
South Gippsland,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
South Gippsland,2022,0,"51,717",0,"2,153","53,871",0.0,15.7,0.0,0.7,16.3
South Gippsland,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Southern Grampians,2016,0,"65,400",0,"4,161","69,561",0.0,9.8,0.0,0.6,10.5
Southern Grampians,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Southern Grampians,2018,0,"65,400",0,"5,400","70,800",0.0,9.8,0.0,0.8,10.6
Southern Grampians,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Southern Grampians,2020,0,"65,400",0,"5,399","70,799",0.0,9.8,0.0,0.8,10.6
Southern Grampians,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Southern Grampians,2022,0,"65,400",0,"5,757","71,158",0.0,9.8,0.0,0.9,10.7
Southern Grampians,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stonnington,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stonnington,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stonnington,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stonnington,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stonnington,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stonnington,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stonnington,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stonnington,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Strathbogie,2016,0,"8,334",0,"7,596","15,929",0.0,2.5,0.0,2.3,4.8
Strathbogie,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Strathbogie,2018,0,"8,334",0,"10,079","18,413",0.0,2.5,0.0,3.1,5.6
Strathbogie,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Strathbogie,2020,0,"8,334",0,"10,232","18,566",0.0,2.5,0.0,3.1,5.6
Strathbogie,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Strathbogie,2022,0,"8,334",0,"10,492","18,826",0.0,2.5,0.0,3.2,5.7
Strathbogie,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Surf Coast,2016,0,"33,134",0,"1,997","35,131",0.0,21.3,0.0,1.3,22.6
Surf Coast,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Surf Coast,2018,0,"32,852",0,"2,316","35,169",0.0,21.2,0.0,1.5,22.6
Surf Coast,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Surf Coast,2020,0,"32,857",0,"2,322","35,179",0.0,21.2,0.0,1.5,22.7
Surf Coast,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Surf Coast,2022,0,"32,861",0,"2,337","35,198",0.0,21.2,0.0,1.5,22.7
Surf Coast,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Swan Hill,2016,0,"2,933",0,"28,632","31,565",0.0,0.5,0.0,4.7,5.2
Swan Hill,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Swan Hill,2018,0,"2,933",0,"29,588","32,521",0.0,0.5,0.0,4.8,5.3
Swan Hill,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Swan Hill,2020,0,"2,933",0,"29,588","32,521",0.0,0.5,0.0,4.8,5.3
Swan Hill,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Swan Hill,2022,0,"2,986",0,"30,037","33,022",0.0,0.5,0.0,4.9,5.4
Swan Hill,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Towong,2016,0,"110,677",0,"32,846","143,522",0.0,16.6,0.0,4.9,21.5
Towong,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Towong,2018,0,"110,677",0,"33,498","144,175",0.0,16.6,0.0,5.0,21.6
Towong,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Towong,2020,0,"110,677",0,"33,498","144,175",0.0,16.6,0.0,5.0,21.6
Towong,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Towong,2022,0,"110,730",0,"33,775","144,506",0.0,16.6,0.0,5.1,21.6
Towong,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wangaratta,2016,0,"54,073",0,"9,961","64,033",0.0,14.8,0.0,2.7,17.6
Wangaratta,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wangaratta,2018,0,"54,073",0,"12,118","66,191",0.0,14.8,0.0,3.3,18.2
Wangaratta,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wangaratta,2020,0,"54,073",0,"12,222","66,294",0.0,14.8,0.0,3.4,18.2
Wangaratta,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wangaratta,2022,0,"54,072",0,"12,285","66,357",0.0,14.8,0.0,3.4,18.2
Wangaratta,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Warrnambool,2016,0,0,0,83,83,0.0,0.0,0.0,0.7,0.7
Warrnambool,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Warrnambool,2018,0,0,0,83,83,0.0,0.0,0.0,0.7,0.7
Warrnambool,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Warrnambool,2020,0,0,0,83,83,0.0,0.0,0.0,0.7,0.7
Warrnambool,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Warrnambool,2022,0,0,0,84,84,0.0,0.0,0.0,0.7,0.7
Warrnambool,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wellington,2016,0,"174,676",0,"89,695","264,371",0.0,16.1,0.0,8.3,24.4
Wellington,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wellington,2018,0,"174,676",0,"94,342","269,017",0.0,16.1,0.0,8.7,24.9
Wellington,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wellington,2020,0,"174,647",0,"94,757","269,404",0.0,16.1,0.0,8.8,24.9
Wellington,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wellington,2022,0,"174,650",0,"95,153","269,803",0.0,16.1,0.0,8.8,24.9
Wellington,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Wimmera,2016,0,"97,857",0,"67,222","165,079",0.0,10.7,0.0,7.4,18.1
West Wimmera,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Wimmera,2018,0,"97,855",0,"74,740","172,596",0.0,10.7,0.0,8.2,18.9
West Wimmera,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Wimmera,2020,0,"97,855",0,"75,016","172,871",0.0,10.7,0.0,8.2,19.0
West Wimmera,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Wimmera,2022,0,"97,862",0,"76,213","174,075",0.0,10.7,0.0,8.4,19.1
West Wimmera,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whitehorse,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whitehorse,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whitehorse,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whitehorse,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whitehorse,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whitehorse,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whitehorse,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whitehorse,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whittlesea,2016,0,"4,168",0,657,"4,826",0.0,8.5,0.0,1.3,9.9
Whittlesea,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whittlesea,2018,0,"4,168",0,725,"4,893",0.0,8.5,0.0,1.5,10.0
Whittlesea,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whittlesea,2020,0,"4,168",0,725,"4,893",0.0,8.5,0.0,1.5,10.0
Whittlesea,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whittlesea,2022,0,"4,133",0,843,"4,977",0.0,8.4,0.0,1.7,10.2
Whittlesea,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
