Label,Year,Indigenous protected land area (ha),National parks (ha),Nature reserves (ha),All other protected land areas (ha),Total protected land area (ha),Indigenous protected land area (%),National parks (%),Nature reserves (%),All other protected land areas (%),Total protected land area (%)
Anangu Pitjantjatjara Yunkunytjatjara,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Anangu Pitjantjatjara Yunkunytjatjara,2020,"5,234,504",0,0,0,"5,234,504",51.1,0.0,0.0,0.0,51.1
Anangu Pitjantjatjara Yunkunytjatjara,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Anangu Pitjantjatjara Yunkunytjatjara,2022,"5,234,503",0,0,0,"5,234,503",51.1,0.0,0.0,0.0,51.1
Anangu Pitjantjatjara Yunkunytjatjara,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Barossa,2016,0,0,0,"1,872","1,872",0.0,0.0,0.0,2.1,2.1
Barossa,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Barossa,2018,0,0,0,"1,908","1,908",0.0,0.0,0.0,2.1,2.1
Barossa,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Barossa,2020,0,0,0,"1,938","1,938",0.0,0.0,0.0,2.2,2.2
Barossa,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Barossa,2022,0,0,0,"1,938","1,938",0.0,0.0,0.0,2.2,2.2
Barossa,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Barunga West,2016,0,0,0,27,27,0.0,0.0,0.0,0.0,0.0
Barunga West,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Barunga West,2018,0,0,0,27,27,0.0,0.0,0.0,0.0,0.0
Barunga West,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Barunga West,2020,0,0,0,27,27,0.0,0.0,0.0,0.0,0.0
Barunga West,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Barunga West,2022,0,0,0,27,27,0.0,0.0,0.0,0.0,0.0
Barunga West,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Berri Barmera,2016,0,0,0,"13,448","13,448",0.0,0.0,0.0,28.2,28.2
Berri Barmera,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Berri Barmera,2018,0,0,0,"13,447","13,447",0.0,0.0,0.0,28.2,28.2
Berri Barmera,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Berri Barmera,2020,0,0,0,"13,986","13,986",0.0,0.0,0.0,29.4,29.4
Berri Barmera,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Berri Barmera,2022,0,0,0,"13,986","13,986",0.0,0.0,0.0,29.4,29.4
Berri Barmera,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Burnside,2016,0,52,0,11,64,0.0,1.9,0.0,0.4,2.3
Burnside,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Burnside,2018,0,52,0,11,64,0.0,1.9,0.0,0.4,2.3
Burnside,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Burnside,2020,0,52,0,11,64,0.0,1.9,0.0,0.4,2.3
Burnside,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Burnside,2022,0,52,0,11,64,0.0,1.9,0.0,0.4,2.3
Burnside,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Campbelltown (SA),2016,0,0,0,116,116,0.0,0.0,0.0,4.8,4.8
Campbelltown (SA),2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Campbelltown (SA),2018,0,0,0,116,116,0.0,0.0,0.0,4.8,4.8
Campbelltown (SA),2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Campbelltown (SA),2020,0,0,0,116,116,0.0,0.0,0.0,4.8,4.8
Campbelltown (SA),2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Campbelltown (SA),2022,0,0,0,116,116,0.0,0.0,0.0,4.8,4.8
Campbelltown (SA),2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ceduna,2016,0,0,0,"103,915","103,915",0.0,0.0,0.0,19.2,19.2
Ceduna,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ceduna,2018,0,0,0,"103,913","103,913",0.0,0.0,0.0,19.2,19.2
Ceduna,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ceduna,2020,0,0,0,"103,899","103,899",0.0,0.0,0.0,19.2,19.2
Ceduna,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ceduna,2022,0,0,0,"103,905","103,905",0.0,0.0,0.0,19.2,19.2
Ceduna,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charles Sturt,2016,0,0,0,5,5,0.0,0.0,0.0,0.1,0.1
Charles Sturt,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charles Sturt,2018,0,0,0,22,22,0.0,0.0,0.0,0.4,0.4
Charles Sturt,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charles Sturt,2020,0,0,0,22,22,0.0,0.0,0.0,0.4,0.4
Charles Sturt,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charles Sturt,2022,0,0,0,22,22,0.0,0.0,0.0,0.4,0.4
Charles Sturt,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Clare and Gilbert Valleys,2016,0,0,0,874,874,0.0,0.0,0.0,0.5,0.5
Clare and Gilbert Valleys,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Clare and Gilbert Valleys,2018,0,0,0,907,907,0.0,0.0,0.0,0.5,0.5
Clare and Gilbert Valleys,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Clare and Gilbert Valleys,2020,0,0,0,907,907,0.0,0.0,0.0,0.5,0.5
Clare and Gilbert Valleys,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Clare and Gilbert Valleys,2022,0,0,0,914,914,0.0,0.0,0.0,0.5,0.5
Clare and Gilbert Valleys,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cleve,2016,0,0,0,"96,177","96,177",0.0,0.0,0.0,19.2,19.2
Cleve,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cleve,2018,0,0,0,"96,177","96,177",0.0,0.0,0.0,19.2,19.2
Cleve,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cleve,2020,0,0,0,"96,177","96,177",0.0,0.0,0.0,19.2,19.2
Cleve,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cleve,2022,0,0,0,"96,177","96,177",0.0,0.0,0.0,19.2,19.2
Cleve,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coober Pedy,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coober Pedy,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coober Pedy,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coober Pedy,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coober Pedy,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coober Pedy,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coober Pedy,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coober Pedy,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Copper Coast,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Copper Coast,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Copper Coast,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Copper Coast,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Copper Coast,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Copper Coast,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Copper Coast,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Copper Coast,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elliston,2016,0,0,0,"143,610","143,610",0.0,0.0,0.0,21.3,21.3
Elliston,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elliston,2018,0,0,0,"143,609","143,609",0.0,0.0,0.0,21.3,21.3
Elliston,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elliston,2020,0,0,0,"143,609","143,609",0.0,0.0,0.0,21.3,21.3
Elliston,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elliston,2022,0,0,0,"143,574","143,574",0.0,0.0,0.0,21.3,21.3
Elliston,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Flinders Ranges,2016,"10,885",0,0,"5,562","16,448",2.7,0.0,0.0,1.4,4.0
Flinders Ranges,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Flinders Ranges,2018,"10,885",0,0,"5,562","16,448",2.7,0.0,0.0,1.4,4.0
Flinders Ranges,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Flinders Ranges,2020,"10,885",0,0,"5,562","16,448",2.7,0.0,0.0,1.4,4.0
Flinders Ranges,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Flinders Ranges,2022,"10,885",0,0,"5,562","16,448",2.7,0.0,0.0,1.4,4.0
Flinders Ranges,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Franklin Harbour,2016,0,0,0,"61,595","61,595",0.0,0.0,0.0,22.4,22.4
Franklin Harbour,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Franklin Harbour,2018,0,0,0,"61,595","61,595",0.0,0.0,0.0,22.4,22.4
Franklin Harbour,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Franklin Harbour,2020,0,0,0,"61,595","61,595",0.0,0.0,0.0,22.4,22.4
Franklin Harbour,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Franklin Harbour,2022,0,0,0,"61,595","61,595",0.0,0.0,0.0,22.4,22.4
Franklin Harbour,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gawler,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gawler,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gawler,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gawler,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gawler,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gawler,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gawler,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gawler,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Goyder,2016,0,0,0,"13,508","13,508",0.0,0.0,0.0,2.0,2.0
Goyder,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Goyder,2018,0,0,0,"13,785","13,785",0.0,0.0,0.0,2.1,2.1
Goyder,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Goyder,2020,0,0,0,"13,794","13,794",0.0,0.0,0.0,2.1,2.1
Goyder,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Goyder,2022,0,0,0,"13,786","13,786",0.0,0.0,0.0,2.1,2.1
Goyder,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Grant,2016,0,0,0,"6,332","6,332",0.0,0.0,0.0,3.3,3.3
Grant,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Grant,2018,0,0,0,"6,370","6,370",0.0,0.0,0.0,3.4,3.4
Grant,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Grant,2020,0,0,0,"6,371","6,371",0.0,0.0,0.0,3.4,3.4
Grant,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Grant,2022,0,0,0,"6,633","6,633",0.0,0.0,0.0,3.5,3.5
Grant,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Holdfast Bay,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Holdfast Bay,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Holdfast Bay,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Holdfast Bay,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Holdfast Bay,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Holdfast Bay,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Holdfast Bay,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Holdfast Bay,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kangaroo Island,2016,0,"34,648",0,"116,311","150,959",0.0,7.9,0.0,26.4,34.3
Kangaroo Island,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kangaroo Island,2018,0,"34,648",0,"116,475","151,123",0.0,7.9,0.0,26.5,34.3
Kangaroo Island,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kangaroo Island,2020,0,"34,666",0,"116,155","150,821",0.0,7.9,0.0,26.4,34.3
Kangaroo Island,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kangaroo Island,2022,0,"34,746",0,"116,325","151,072",0.0,7.9,0.0,26.4,34.3
Kangaroo Island,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Karoonda East Murray,2016,0,0,0,"54,221","54,221",0.0,0.0,0.0,12.3,12.3
Karoonda East Murray,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Karoonda East Murray,2018,0,0,0,"54,221","54,221",0.0,0.0,0.0,12.3,12.3
Karoonda East Murray,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Karoonda East Murray,2020,0,0,0,"54,221","54,221",0.0,0.0,0.0,12.3,12.3
Karoonda East Murray,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Karoonda East Murray,2022,0,0,0,"54,221","54,221",0.0,0.0,0.0,12.3,12.3
Karoonda East Murray,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kimba,2016,0,0,0,"143,317","143,317",0.0,0.0,0.0,25.2,25.2
Kimba,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kimba,2018,0,0,0,"143,316","143,316",0.0,0.0,0.0,25.2,25.2
Kimba,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kimba,2020,0,0,0,"143,306","143,306",0.0,0.0,0.0,25.2,25.2
Kimba,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kimba,2022,0,0,0,"143,306","143,306",0.0,0.0,0.0,25.2,25.2
Kimba,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (SA),2016,0,"8,746",0,"20,116","28,862",0.0,2.6,0.0,6.0,8.6
Kingston (SA),2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (SA),2018,0,"8,746",0,"20,187","28,933",0.0,2.6,0.0,6.0,8.7
Kingston (SA),2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (SA),2020,0,"8,733",0,"20,391","29,124",0.0,2.6,0.0,6.1,8.7
Kingston (SA),2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kingston (SA),2022,0,"8,733",0,"20,393","29,126",0.0,2.6,0.0,6.1,8.7
Kingston (SA),2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Light,2016,0,0,0,68,68,0.0,0.0,0.0,0.1,0.1
Light,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Light,2018,0,0,0,68,68,0.0,0.0,0.0,0.1,0.1
Light,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Light,2020,0,0,0,68,68,0.0,0.0,0.0,0.1,0.1
Light,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Light,2022,0,0,0,68,68,0.0,0.0,0.0,0.1,0.1
Light,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lower Eyre Peninsula,2016,0,"50,584",0,"44,193","94,777",0.0,10.7,0.0,9.4,20.1
Lower Eyre Peninsula,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lower Eyre Peninsula,2018,0,"50,584",0,"44,221","94,804",0.0,10.7,0.0,9.4,20.1
Lower Eyre Peninsula,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lower Eyre Peninsula,2020,0,"50,554",0,"44,039","94,593",0.0,10.7,0.0,9.3,20.0
Lower Eyre Peninsula,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lower Eyre Peninsula,2022,0,"50,558",0,"44,192","94,750",0.0,10.7,0.0,9.4,20.1
Lower Eyre Peninsula,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Loxton Waikerie,2016,0,0,0,"83,051","83,051",0.0,0.0,0.0,10.7,10.7
Loxton Waikerie,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Loxton Waikerie,2018,0,0,0,"83,839","83,839",0.0,0.0,0.0,10.8,10.8
Loxton Waikerie,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Loxton Waikerie,2020,0,0,0,"83,948","83,948",0.0,0.0,0.0,10.8,10.8
Loxton Waikerie,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Loxton Waikerie,2022,0,0,0,"83,949","83,949",0.0,0.0,0.0,10.8,10.8
Loxton Waikerie,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maralinga Tjarutja,2016,12,0,0,"2,134,602","2,134,614",0.0,0.0,0.0,20.2,20.2
Maralinga Tjarutja,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maralinga Tjarutja,2018,12,0,0,"2,134,602","2,134,614",0.0,0.0,0.0,20.2,20.2
Maralinga Tjarutja,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maralinga Tjarutja,2020,12,0,0,"2,134,602","2,134,614",0.0,0.0,0.0,20.2,20.2
Maralinga Tjarutja,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maralinga Tjarutja,2022,12,0,0,"2,134,602","2,134,614",0.0,0.0,0.0,20.2,20.2
Maralinga Tjarutja,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marion,2016,0,0,0,335,335,0.0,0.0,0.0,6.0,6.0
Marion,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marion,2018,0,0,0,413,413,0.0,0.0,0.0,7.4,7.4
Marion,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marion,2020,0,548,0,81,629,0.0,9.8,0.0,1.5,11.3
Marion,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marion,2022,0,548,0,81,629,0.0,9.8,0.0,1.5,11.3
Marion,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mid Murray,2016,0,0,0,"42,297","42,297",0.0,0.0,0.0,6.7,6.7
Mid Murray,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mid Murray,2018,0,0,0,"42,385","42,385",0.0,0.0,0.0,6.8,6.8
Mid Murray,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mid Murray,2020,0,0,0,"42,435","42,435",0.0,0.0,0.0,6.8,6.8
Mid Murray,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mid Murray,2022,0,0,0,"42,445","42,445",0.0,0.0,0.0,6.8,6.8
Mid Murray,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitcham,2016,0,0,0,"1,198","1,198",0.0,0.0,0.0,15.9,15.9
Mitcham,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitcham,2018,0,807,0,577,"1,383",0.0,10.7,0.0,7.6,18.3
Mitcham,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitcham,2020,0,807,0,567,"1,373",0.0,10.7,0.0,7.5,18.2
Mitcham,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitcham,2022,0,807,0,567,"1,373",0.0,10.7,0.0,7.5,18.2
Mitcham,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Barker,2016,0,0,0,159,159,0.0,0.0,0.0,0.3,0.3
Mount Barker,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Barker,2018,0,0,0,212,212,0.0,0.0,0.0,0.4,0.4
Mount Barker,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Barker,2020,0,0,0,219,219,0.0,0.0,0.0,0.4,0.4
Mount Barker,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Barker,2022,0,0,0,219,219,0.0,0.0,0.0,0.4,0.4
Mount Barker,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Gambier,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Gambier,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Gambier,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Gambier,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Gambier,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Gambier,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Gambier,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Gambier,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Remarkable,2016,0,0,0,"19,027","19,027",0.0,0.0,0.0,5.6,5.6
Mount Remarkable,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Remarkable,2018,0,0,0,"21,762","21,762",0.0,0.0,0.0,6.4,6.4
Mount Remarkable,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Remarkable,2020,0,0,0,"23,170","23,170",0.0,0.0,0.0,6.8,6.8
Mount Remarkable,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mount Remarkable,2022,0,"6,154",0,"17,077","23,231",0.0,1.8,0.0,5.0,6.8
Mount Remarkable,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Murray Bridge,2016,0,0,0,"14,031","14,031",0.0,0.0,0.0,7.7,7.7
Murray Bridge,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Murray Bridge,2018,0,0,0,"6,361","6,361",0.0,0.0,0.0,3.5,3.5
Murray Bridge,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Murray Bridge,2020,0,0,0,"6,239","6,239",0.0,0.0,0.0,3.4,3.4
Murray Bridge,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Murray Bridge,2022,0,0,0,"6,361","6,361",0.0,0.0,0.0,3.5,3.5
Murray Bridge,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Naracoorte Lucindale,2016,0,658,0,"18,002","18,660",0.0,0.1,0.0,4.0,4.1
Naracoorte Lucindale,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Naracoorte Lucindale,2018,0,658,0,"18,024","18,682",0.0,0.1,0.0,4.0,4.1
Naracoorte Lucindale,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Naracoorte Lucindale,2020,0,658,0,"17,722","18,380",0.0,0.1,0.0,3.9,4.1
Naracoorte Lucindale,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Naracoorte Lucindale,2022,0,658,0,"18,029","18,688",0.0,0.1,0.0,4.0,4.1
Naracoorte Lucindale,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Northern Areas,2016,0,0,0,561,561,0.0,0.0,0.0,0.2,0.2
Northern Areas,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Northern Areas,2018,0,0,0,"1,276","1,276",0.0,0.0,0.0,0.4,0.4
Northern Areas,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Northern Areas,2020,0,0,0,"1,284","1,284",0.0,0.0,0.0,0.4,0.4
Northern Areas,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Northern Areas,2022,0,661,0,623,"1,284",0.0,0.2,0.0,0.2,0.4
Northern Areas,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Norwood Payneham and St Peters,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Norwood Payneham and St Peters,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Norwood Payneham and St Peters,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Norwood Payneham and St Peters,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Norwood Payneham and St Peters,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Norwood Payneham and St Peters,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Norwood Payneham and St Peters,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Norwood Payneham and St Peters,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Onkaparinga,2016,0,"1,544",0,"1,404","2,949",0.0,3.0,0.0,2.7,5.7
Onkaparinga,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Onkaparinga,2018,0,"1,544",0,"1,427","2,972",0.0,3.0,0.0,2.8,5.7
Onkaparinga,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Onkaparinga,2020,0,"1,544",0,"1,428","2,972",0.0,3.0,0.0,2.8,5.7
Onkaparinga,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Onkaparinga,2022,0,"1,545",0,"1,505","3,049",0.0,3.0,0.0,2.9,5.9
Onkaparinga,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Orroroo Carrieton,2016,0,0,0,445,445,0.0,0.0,0.0,0.1,0.1
Orroroo Carrieton,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Orroroo Carrieton,2018,0,0,0,445,445,0.0,0.0,0.0,0.1,0.1
Orroroo Carrieton,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Orroroo Carrieton,2020,0,0,0,445,445,0.0,0.0,0.0,0.1,0.1
Orroroo Carrieton,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Orroroo Carrieton,2022,0,0,0,445,445,0.0,0.0,0.0,0.1,0.1
Orroroo Carrieton,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peterborough,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peterborough,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peterborough,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peterborough,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peterborough,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peterborough,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peterborough,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peterborough,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Playford,2016,0,0,0,"1,908","1,908",0.0,0.0,0.0,5.5,5.5
Playford,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Playford,2018,0,0,0,"2,166","2,166",0.0,0.0,0.0,6.3,6.3
Playford,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Playford,2020,0,0,0,"2,166","2,166",0.0,0.0,0.0,6.3,6.3
Playford,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Playford,2022,0,0,0,"2,345","2,345",0.0,0.0,0.0,6.8,6.8
Playford,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
